MST code,Citizenship,Dept,Dept name,App. Status,Time App. Started,Date App. Started,Transfer date,App year,Inquiry
050000381848,Serbia,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),00:11:39,2023-01-30,2023-02-02,2023/24,CEUHOME
050000381848,Serbia,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),01:08:29,2023-01-30,2023-02-02,2023/24,CEUHOME
050000382396,Russian Federation,GENS,Department of Gender Studies,Submitted via Web (PAID),21:52:26,2023-01-15,2023-02-02,2023/24,
050000382401,Kosovo,INTR,Department of International Relations,Submitted via Web (PAID),13:32:16,2022-11-19,2023-01-17,2023/24,
050000382458,Turkey,ECBS,Department of Economics and Business,Submitted via Web (PAID),20:25:08,2023-01-13,2023-01-25,2023/24,ECBS
050000382509,Nepal,ECBS,Department of Economics and Business,Submitted via Web (PAID),17:23:56,2022-12-21,2023-02-02,2023/24,
050000382777,Nigeria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),11:15:23,2022-12-19,2023-01-04,2023/24,
050000382849,United States of America,DOPP,Department of Public Policy,Submitted via Web (PAID),22:34:04,2023-01-09,2023-01-26,2023/24,
050000382849,United States of America,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),10:10:33,2023-01-20,2023-01-27,2023/24,
050000382849,United States of America,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),18:35:38,2022-11-23,2023-01-27,2023/24,
050000382934,India,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),10:41:54,2022-12-21,2023-01-27,2023/24,
050000382969,Pakistan,POLS,Department of Political Science,Submitted via Web (PAID),22:36:47,2023-01-17,2023-02-03,2023/24,
050000382969,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:55:15,2023-01-17,2023-01-27,2023/24,
050000382997,Turkey,DOPP,Department of Public Policy,Submitted via Web (PAID),20:20:50,2023-01-24,2023-02-06,2023/24,
050000382997,Turkey,NATI,Nationalism Studies Program,Submitted via Web (PAID),14:34:37,2023-02-06,2023-02-06,2023/24,
050000382997,Turkey,POLS,Department of Political Science,Submitted via Web (PAID),12:29:32,2023-02-01,2023-02-06,2023/24,
050000383088,Azerbaijan,DOPP,Department of Public Policy,Submitted via Web (PAID),10:54:18,2023-01-29,2023-01-31,2023/24,
050000383088,Azerbaijan,DOPP,Department of Public Policy,Submitted via Web (PAID),12:10:50,2023-01-29,2023-01-31,2023/24,
050000383088,Azerbaijan,DOPP,Department of Public Policy,Submitted via Web (PAID),12:12:50,2023-01-15,2023-01-31,2023/24,
050000383097,Kosovo,UGS,Undergraduate Studies,Submitted via Web (PAID),17:25:18,2023-01-10,2023-01-25,2023/24,
050000383200,Turkey,HIST,Department of History,Submitted via Web (PAID),10:08:54,2022-12-14,2023-01-19,2023/24,
050000383363,Armenia,GENS,Department of Gender Studies,Submitted via Web (PAID),13:25:18,2023-01-24,2023-01-31,2023/24,
050000383363,Armenia,GENS,Department of Gender Studies,Submitted via Web (PAID),23:37:44,2023-01-27,2023-01-31,2023/24,
050000383363,Armenia,GENS,Department of Gender Studies,Submitted via Web (PAID),00:04:52,2023-01-28,2023-02-01,2023/24,
050000383618,Georgia,INTR,Department of International Relations,Submitted via Web (PAID),17:19:29,2023-01-30,2023-02-03,2023/24,
050000383668,Guatemala,DOPP,Department of Public Policy,Submitted via Web (PAID),18:34:27,2023-01-02,2023-01-04,2023/24,
050000383697,Georgia,INTR,Department of International Relations,Submitted via Web (PAID),07:17:43,2023-01-20,2023-02-03,2023/24,
050000383685,"Iran, Islamic Republic of",GENS,Department of Gender Studies,Submitted via Web (PAID),21:26:40,2023-01-29,2023-01-29,2023/24,GENS
050000383685,"Iran, Islamic Republic of",HIST,Department of History,Submitted via Web (PAID),18:56:22,2023-01-23,2023-01-25,2023/24,GENS
050000383835,Ukraine,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:13:57,2023-01-28,2023-02-03,2023/24,
050000383835,Ukraine,HIST,Department of History,Submitted via Web (PAID),21:12:05,2023-01-28,2023-02-03,2023/24,
050000383845,Morocco,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:48:21,2023-02-01,2023-02-01,2023/24,
050000383845,Morocco,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),09:28:05,2023-02-01,2023-02-01,2023/24,
050000383911,Nepal,MEDS,Department of Medieval Studies,Submitted via Web (PAID),11:15:07,2022-11-28,2023-02-01,2023/24,
050000383957,"Iran, Islamic Republic of",HIST,Department of History,Submitted via Web (PAID),22:58:42,2022-12-11,2023-02-01,2023/24,
050000383966,Kyrgyzstan,UGS,Undergraduate Studies,Submitted via Web (PAID),07:04:05,2022-11-16,2023-02-17,2023/24,
050000383966,Kyrgyzstan,UGS,Undergraduate Studies,Submitted via Web (PAID),17:22:41,2023-02-24,2023-02-27,2023/24,
050000384081,Georgia,POLS,Department of Political Science,Submitted via Web (PAID),11:32:00,2022-10-19,2023-02-03,2023/24,
050000384192,China,DNDS,Department of Network and Data Science,Submitted via Web (PAID),13:00:16,2022-10-31,2022-12-13,2023/24,
050000366748,Czech Republic,UGS,Undergraduate Studies,Submitted via Web (PAID),12:48:12,2022-11-16,2023-02-06,2023/24,WALKIN
050000384206,Bhutan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:51:15,2023-02-01,2023-02-01,2023/24,
050000384246,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),17:01:17,2023-01-04,2023-01-12,2023/24,
050000384289,China,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),11:01:00,2022-10-19,2023-01-30,2023/24,
050000384357,United Kingdom,POLS,Department of Political Science,Submitted via Web (PAID),13:20:56,2022-10-21,2023-02-03,2023/24,MEDSJOBSAC
050000384359,Ghana,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),18:31:40,2023-01-26,2023-01-30,2023/24,
050000384359,Ghana,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),19:24:56,2023-02-01,2023-02-01,2023/24,
050000384359,Ghana,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),17:59:33,2023-02-01,2023-02-01,2023/24,
050000384367,Liberia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),10:02:19,2023-01-12,2023-01-14,2023/24,
050000384578,Kyrgyzstan,ECBS,Department of Economics and Business,Submitted via Web (PAID),17:44:44,2023-01-29,2023-02-02,2023/24,
050000384617,Hungary,UGS,Undergraduate Studies,Submitted via Web (PAID),11:33:04,2023-01-09,2023-02-03,2023/24,
050000384619,Turkey,GENS,Department of Gender Studies,Submitted via Web (PAID),13:11:32,2023-01-27,2023-02-03,2023/24,
050000384619,Turkey,GENS,Department of Gender Studies,Submitted via Web (PAID),13:09:05,2023-01-27,2023-02-03,2023/24,
050000384619,Turkey,POLS,Department of Political Science,Submitted via Web (PAID),13:07:59,2023-01-27,2023-02-03,2023/24,
050000384619,Turkey,POLS,Department of Political Science,Submitted via Web (PAID),13:01:20,2023-01-27,2023-02-03,2023/24,
050000384619,Turkey,DOPP,Department of Public Policy,Submitted via Web (PAID),13:06:07,2023-01-27,2023-02-03,2023/24,
050000384623,Albania,NATI,Nationalism Studies Program,Submitted via Web (PAID),20:46:19,2023-01-28,2023-01-30,2023/24,
050000384641,Austria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),18:06:46,2022-12-06,2023-01-30,2023/24,
050000384778,Turkey,MEDS,Department of Medieval Studies,Submitted via Web (PAID),00:14:24,2023-01-31,2023-02-02,2023/24,
050000384778,Turkey,LEGS,Department of Legal Studies,Submitted via Web (PAID),00:22:12,2023-01-31,2023-02-02,2023/24,
050000384778,Turkey,DOPP,Department of Public Policy,Submitted via Web (PAID),00:09:17,2023-01-31,2023-02-02,2023/24,
050000384778,Turkey,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),22:26:51,2023-01-30,2023-02-02,2023/24,
050000384778,Turkey,DOPP,Department of Public Policy,Submitted via Web (PAID),20:26:59,2023-01-30,2023-02-02,2023/24,
050000384813,Georgia,UGS,Undergraduate Studies,Submitted via Web (PAID),19:33:28,2023-01-17,2023-02-03,2023/24,
050000384813,Georgia,UGS,Undergraduate Studies,Submitted via Web (PAID),19:30:11,2023-01-17,2023-02-03,2023/24,
050000384818,Georgia,UGS,Undergraduate Studies,Submitted via Web (PAID),16:28:22,2022-11-13,2023-02-02,2023/24,
050000384820,New Zealand,MEDS,Department of Medieval Studies,Submitted via Web (PAID),04:32:21,2023-01-30,2023-02-02,2023/24,
050000384844,Guatemala,DOPP,Department of Public Policy,Submitted via Web (PAID),21:56:46,2023-01-18,2023-02-02,2023/24,
050000384889,Turkey,PHIL,Department of Philosophy,Submitted via Web (PAID),16:54:11,2022-12-15,2023-02-02,2023/24,
050000381952,Nigeria,HIST,Department of History,Submitted via Web (PAID),10:17:11,2022-12-28,2023-01-11,2023/24,HIST
050000384980,Brazil,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),18:43:31,2023-02-01,2023-02-02,2023/24,
050000384980,Brazil,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),13:36:09,2023-02-01,2023-02-02,2023/24,
050000385001,India,GENS,Department of Gender Studies,Submitted via Web (PAID),08:29:31,2023-02-01,2023-02-02,2023/24,
050000385001,India,INTR,Department of International Relations,Submitted via Web (PAID),13:49:22,2023-02-01,2023-02-02,2023/24,
050000385001,India,INTR,Department of International Relations,Submitted via Web (PAID),20:52:53,2023-02-01,2023-02-02,2023/24,
050000385034,Turkey,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),18:48:20,2023-01-17,2023-02-01,2023/24,
050000385045,Russian Federation,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:03:32,2023-01-24,2023-01-24,2023/24,
050000385106,Russian Federation,DOPP,Department of Public Policy,Submitted via Web (PAID),15:08:33,2022-11-02,2023-02-01,2023/24,
050000385106,Russian Federation,INTR,Department of International Relations,Submitted via Web (PAID),09:19:40,2022-10-13,2023-02-01,2023/24,
050000385106,Russian Federation,INTR,Department of International Relations,Submitted via Web (PAID),10:14:51,2022-10-26,2023-02-01,2023/24,
050000385106,Russian Federation,DOPP,Department of Public Policy,Submitted via Web (PAID),15:05:10,2022-11-02,2023-02-01,2023/24,
050000385200,Albania,DOPP,Department of Public Policy,Submitted via Web (PAID),09:15:02,2023-01-20,2023-02-06,2023/24,
050000385200,Albania,DOPP,Department of Public Policy,Submitted via Web (PAID),22:58:50,2023-01-31,2023-02-01,2023/24,
050000385339,Austria,PHIL,Department of Philosophy,Submitted via Web (PAID),20:33:39,2023-01-26,2023-01-31,2023/24,
050000385357,Mexico,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),23:46:46,2023-01-30,2023-02-02,2023/24,
050000385660,Mongolia,UGS,Undergraduate Studies,Submitted via Web (PAID),10:15:40,2022-12-07,2023-02-06,2023/24,
050000385832,Russian Federation,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),10:25:47,2023-01-25,2023-01-31,2023/24,
050000385850,Mexico,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),01:51:55,2022-11-16,2022-11-16,2023/24,
050000386131,Republic of North Macedonia,DNDS,Department of Network and Data Science,Submitted via Web (PAID),17:56:54,2022-09-26,2023-01-24,2023/24,
050000386152,India,ECBS,Department of Economics and Business,Submitted via Web (PAID),18:16:12,2023-01-30,2023-02-01,2023/24,
050000386186,Georgia,GENS,Department of Gender Studies,Submitted via Web (PAID),12:15:57,2023-01-17,2023-02-01,2023/24,
050000386213,Czech Republic,SLTG,Source Language Teaching Group,Submitted via Web (PAID),23:27:38,2023-09-25,2023-09-25,2023/24,PHIL
050000386255,Turkey,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),10:42:06,2023-01-25,2023-01-30,2023/24,
050000386265,Zimbabwe,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),16:41:01,2023-01-31,2023-02-02,2023/24,
050000386385,Pakistan,INTR,Department of International Relations,Submitted via Web (PAID),12:29:36,2022-09-23,2022-09-26,2023/24,
050000386541,Ukraine,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),23:13:36,2023-02-01,2023-02-02,2023/24,
050000382787,Hungary,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),00:36:17,2023-01-12,2023-02-02,2023/24,SOCL
050000386566,Mexico,HIST,Department of History,Submitted via Web (PAID),10:17:40,2023-01-19,2023-02-02,2023/24,
050000386566,Mexico,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),10:16:26,2023-01-26,2023-02-02,2023/24,
050000386566,Mexico,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),11:05:36,2023-01-27,2023-02-03,2023/24,
050000386589,Czech Republic,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),00:56:24,2023-01-31,2023-02-07,2023/24,
050000386594,Indonesia,HIST,Department of History,Submitted via Web (PAID),23:46:49,2023-02-01,2023-02-06,2023/24,
050000386805,Romania,INTR,Department of International Relations,Submitted via Web (PAID),17:40:21,2023-01-23,2023-02-06,2023/24,
050000318210,Egypt,INTR,Department of International Relations,Submitted via Web (PAID),19:35:17,2022-12-03,2023-01-10,2023/24,RFEGY031020
050000318210,Egypt,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),10:29:32,2022-12-03,2023-01-09,2023/24,RFEGY031020
050000387049,Nigeria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),11:10:34,2023-01-24,2023-01-24,2023/24,
050000387119,Belgium,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),10:31:09,2022-12-12,2023-01-27,2023/24,
050000387130,Kyrgyzstan,INTR,Department of International Relations,Submitted via Web (PAID),10:34:02,2023-01-22,2023-01-30,2023/24,
050000387130,Kyrgyzstan,DOPP,Department of Public Policy,Submitted via Web (PAID),11:14:09,2023-01-08,2023-01-31,2023/24,
050000387593,Bangladesh,GENS,Department of Gender Studies,Submitted via Web (PAID),17:33:05,2022-09-27,2023-01-30,2023/24,
050000387593,Bangladesh,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),17:45:50,2022-09-27,2023-01-31,2023/24,
050000387640,Philippines,DOPP,Department of Public Policy,Submitted via Web (PAID),11:20:11,2023-01-11,2023-01-12,2023/24,
050000387667,Russian Federation,DNDS,Department of Network and Data Science,Submitted via Web (PAID),21:33:30,2023-01-25,2023-02-02,2023/24,
050000387707,Kyrgyzstan,SOCL,Department of Sociology and Social Anthropology,Downloaded / Application Started,06:16:08,2023-03-23,,2023/24,
050000387856,Tajikistan,DOPP,Department of Public Policy,Submitted via Web (PAID),12:02:24,2022-12-23,2022-12-29,2023/24,
050000387856,Tajikistan,INTR,Department of International Relations,Submitted via Web (PAID),13:22:41,2022-12-20,2022-12-29,2023/24,
050000387887,Nigeria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),20:18:01,2022-10-11,2022-11-01,2023/24,
050000387926,Gambia,LEGS,Department of Legal Studies,Submitted via Web (PAID),15:49:45,2022-12-07,2022-12-21,2023/24,
050000387963,Lithuania,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),13:53:31,2023-01-16,2023-02-01,2023/24,
050000388032,United States of America,DNDS,Department of Network and Data Science,Submitted via Web (PAID),09:50:06,2023-01-21,2023-02-01,2023/24,
050000290876,Uzbekistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),16:43:06,2022-10-03,2023-01-09,2023/24,PROSMLADI
050000388422,Turkey,PHIL,Department of Philosophy,Submitted via Web (PAID),19:10:32,2023-01-06,2023-02-02,2023/24,
050000388502,Pakistan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),18:06:38,2022-09-24,2022-11-08,2023/24,
050000388509,Myanmar,LEGS,Department of Legal Studies,Submitted via Web (PAID),17:08:08,2023-01-08,2023-01-17,2023/24,
050000388638,United States of America,INTR,Department of International Relations,Submitted via Web (PAID),10:58:31,2023-01-14,2023-01-23,2023/24,
050000388654,Turkey,RGPP,Roma Graduate Preparation Program,Submitted via Web (PAID),07:51:25,2023-03-13,2023-04-04,2023/24,
050000388659,Poland,UGS,Undergraduate Studies,Submitted via Web (PAID),07:09:47,2022-10-01,2022-10-05,2023/24,
050000388669,Serbia,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),14:06:30,2022-11-04,2023-01-31,2023/24,
050000388742,Azerbaijan,ECBS,Department of Economics and Business,Submitted via Web (PAID),17:57:54,2022-12-06,2023-01-24,2023/24,
050000388839,Russian Federation,POLS,Department of Political Science,Submitted via Web (PAID),23:00:25,2023-01-29,2023-01-30,2023/24,
050000388839,Russian Federation,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),23:00:22,2023-01-11,2023-01-31,2023/24,
050000388894,Austria,UGS,Undergraduate Studies,Submitted via Web (PAID),14:37:22,2023-01-31,2023-02-01,2023/24,
050000388894,Austria,UGS,Undergraduate Studies,Submitted via Web (PAID),13:56:27,2023-01-30,2023-02-01,2023/24,
050000388954,India,ECBS,Department of Economics and Business,Submitted via Web (PAID),13:12:46,2023-02-01,2023-02-06,2023/24,
050000001423,Kosovo,RGPP,Roma Graduate Preparation Program,Submitted via Web (PAID),02:56:46,2023-04-08,2023-04-08,2023/24,
050000389112,Albania,UGS,Undergraduate Studies,Submitted via Web (PAID),16:20:35,2023-01-11,2023-01-27,2023/24,
050000389133,Albania,DOPP,Department of Public Policy,Submitted via Web (PAID),01:13:19,2023-02-01,2023-02-07,2023/24,
050000389133,Albania,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),01:28:29,2023-02-01,2023-02-07,2023/24,
050000389172,Turkey,RGPP,Roma Graduate Preparation Program,Submitted via Web (PAID),14:19:21,2023-03-30,2023-04-03,2023/24,
050000389175,Albania,DOPP,Department of Public Policy,Submitted via Web (PAID),18:03:39,2023-01-20,2023-02-07,2023/24,
050000389175,Albania,INTR,Department of International Relations,Submitted via Web (PAID),17:57:12,2023-01-20,2023-02-07,2023/24,
050000389176,Finland,INTR,Department of International Relations,Submitted via Web (PAID),21:34:13,2023-03-13,2023-04-02,2023/24,
050000389247,Ukraine,UGS,Undergraduate Studies,Submitted via Web (PAID),16:04:26,2023-01-19,2023-02-03,2023/24,
050000389247,Ukraine,UGS,Undergraduate Studies,Submitted via Web (PAID),15:28:50,2023-02-01,2023-02-03,2023/24,
050000389252,Ghana,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),14:24:05,2022-09-27,2023-01-20,2023/24,
050000389266,Hungary,GENS,Department of Gender Studies,Submitted via Web (PAID),09:09:00,2023-01-20,2023-01-31,2023/24,
050000389266,Hungary,GENS,Department of Gender Studies,Submitted via Web (PAID),09:08:29,2023-01-20,2023-01-31,2023/24,
050000389331,Ethiopia,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),14:21:41,2022-11-17,2023-02-02,2023/24,
050000376095,Ukraine,LEGS,Department of Legal Studies,Submitted via Web (PAID),19:48:14,2022-10-31,2023-02-03,2023/24,OHWEB271120
050000389428,Serbia,RGPP,Roma Graduate Preparation Program,Submitted via Web (PAID),20:13:30,2023-03-05,2023-03-06,2023/24,
050000389607,Romania,ECBS,Department of Economics and Business,Submitted via Web (PAID),20:19:58,2023-01-29,2023-01-31,2023/24,
050000389612,Ukraine,LEGS,Department of Legal Studies,Submitted via Web (PAID),20:28:07,2022-09-24,2023-01-30,2023/24,
050000389612,Ukraine,LEGS,Department of Legal Studies,Submitted via Web (PAID),22:02:24,2023-01-31,2023-02-01,2023/24,
,Spain,DOPP,Department of Public Policy,Submitted via Web (PAID),10:55:29,2023-01-27,2023-02-07,2023/24,
050000389788,Hungary,RGPP,Roma Graduate Preparation Program,Submitted via Web (PAID),15:42:09,2023-01-17,2023-04-01,2023/24,
050000389821,Serbia,MEDS,Department of Medieval Studies,Submitted via Web (PAID),17:49:07,2022-10-25,2022-12-15,2023/24,
050000389832,Ukraine,UGS,Undergraduate Studies,Submitted via Web (PAID),21:02:01,2023-02-01,2023-02-06,2023/24,
050000389832,Ukraine,UGS,Undergraduate Studies,Submitted via Web (PAID),00:18:22,2023-02-01,2023-02-06,2023/24,
050000389867,"Iran, Islamic Republic of",PHIL,Department of Philosophy,Submitted via Web (PAID),15:59:41,2022-11-30,2022-12-05,2023/24,
050000389910,Turkey,LEGS,Department of Legal Studies,Submitted via Web (PAID),17:27:43,2022-10-04,2023-02-01,2023/24,
050000389910,Turkey,LEGS,Department of Legal Studies,Submitted via Web (PAID),19:59:11,2023-01-26,2023-01-30,2023/24,
050000390074,Ukraine,GENS,Department of Gender Studies,Submitted via Web (PAID),15:38:55,2023-01-11,2023-02-01,2023/24,
050000390290,Slovakia,DOPP,Department of Public Policy,Submitted via Web (PAID),16:28:58,2022-09-22,2022-11-14,2023/24,
050000390328,Belarus,UGS,Undergraduate Studies,Submitted via Web (PAID),17:40:57,2023-02-27,2023-02-27,2023/24,
050000390403,Ukraine,UGS,Undergraduate Studies,Submitted via Web (PAID),05:18:47,2023-01-30,2023-02-06,2023/24,
050000390403,Ukraine,UGS,Undergraduate Studies,Submitted via Web (PAID),21:06:56,2023-01-31,2023-02-06,2023/24,
050000390432,Honduras,HIST,Department of History,Submitted via Web (PAID),07:43:07,2022-10-24,2023-02-06,2023/24,
050000390440,Nigeria,INTR,Department of International Relations,Submitted via Web (PAID),12:15:36,2023-01-22,2023-01-26,2023/24,
050000390477,Indonesia,ECBS,Department of Economics and Business,Submitted via Web (PAID),15:06:34,2022-12-24,2022-12-28,2023/24,
050000390477,Indonesia,DOPP,Department of Public Policy,Submitted via Web (PAID),16:17:24,2022-12-27,2022-12-28,2023/24,
050000390477,Indonesia,DNDS,Department of Network and Data Science,Submitted via Web (PAID),13:05:25,2022-12-28,2022-12-28,2023/24,
050000390482,Ukraine,SPEP,Special and Extension Programs,Submitted via Web (PAID),14:21:48,2023-09-21,2023-09-21,2023/24,
050000390552,Belgium,NATI,Nationalism Studies Program,Submitted via Web (PAID),14:56:50,2023-01-18,2023-02-02,2023/24,
,"Iran, Islamic Republic of",DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),20:04:44,2023-01-02,2023-01-05,2023/24,
,"Iran, Islamic Republic of",SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),21:15:01,2023-01-02,2023-01-05,2023/24,
050000390618,Indonesia,POLS,Department of Political Science,Submitted via Web (PAID),13:40:40,2022-10-01,2023-01-30,2023/24,
050000390637,Ukraine,MEDS,Department of Medieval Studies,Submitted via Web (PAID),13:28:57,2023-01-23,2023-01-31,2023/24,
050000390684,Australia,HIST,Department of History,Submitted via Web (PAID),04:24:17,2022-12-14,2023-02-02,2023/24,
050000390719,Ukraine,SPEP,Special and Extension Programs,Downloaded / Application Started,18:02:20,2023-09-19,,2023/24,
050000390873,India,LEGS,Department of Legal Studies,Submitted via Web (PAID),14:25:13,2022-10-20,2023-03-15,2023/24,
050000390955,Ukraine,SPEP,Special and Extension Programs,Submitted via Web (PAID),23:48:35,2023-09-18,2023-09-21,2023/24,
050000391010,Slovakia,GENS,Department of Gender Studies,Submitted via Web (PAID),11:27:08,2023-06-30,2023-06-30,2023/24,
050000391013,Cameroon,LEGS,Department of Legal Studies,Submitted via Web (PAID),19:03:48,2022-10-17,2022-10-25,2023/24,
050000391195,Ethiopia,DNDS,Department of Network and Data Science,Submitted via Web (PAID),18:10:29,2022-11-07,2023-01-25,2023/24,
050000391314,Taiwan,DOPP,Department of Public Policy,Submitted via Web (PAID),16:44:18,2022-10-13,2022-11-28,2023/24,
050000391314,Taiwan,DOPP,Department of Public Policy,Submitted via Web (PAID),15:12:27,2022-09-26,2022-11-29,2023/24,
050000391344,Germany,UGS,Undergraduate Studies,Submitted via Web (PAID),14:21:49,2023-01-27,2023-04-17,2023/24,
050000391501,Pakistan,UGS,Undergraduate Studies,Submitted via Web (PAID),17:07:41,2022-11-14,2023-01-23,2023/24,
050000269855,Hungary,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),12:03:54,2022-12-13,2023-02-08,2023/24,
050000391795,Ethiopia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:35:39,2022-12-05,2022-12-23,2023/24,
050000391854,United States of America,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),18:05:15,2022-09-22,2022-09-23,2023/24,
050000392040,Turkey,POLS,Department of Political Science,Submitted via Web (PAID),14:20:52,2023-01-30,2023-02-03,2023/24,
050000392040,Turkey,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),17:54:09,2022-10-02,2023-02-03,2023/24,
050000392040,Turkey,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:27:29,2022-12-03,2023-02-03,2023/24,
050000296770,Ethiopia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),12:25:21,2022-12-15,2022-12-19,2023/24,
050000392157,Georgia,UGS,Undergraduate Studies,Submitted via Web (PAID),14:29:35,2022-12-22,2023-01-24,2023/24,
050000392160,Nigeria,ECBS,Department of Economics and Business,Submitted via Web (PAID),21:10:08,2022-12-19,2022-12-22,2023/24,
050000392185,Kazakhstan,MEDS,Department of Medieval Studies,Submitted via Web (PAID),17:33:59,2023-01-30,2023-02-03,2023/24,
050000392185,Kazakhstan,NATI,Nationalism Studies Program,Submitted via Web (PAID),11:48:58,2023-01-31,2023-02-03,2023/24,
050000392344,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),08:05:31,2023-01-29,2023-01-29,2023/24,
050000392458,Syrian Arab Republic,CDCR,Department of Cognitive Science,Submitted via Web (PAID),13:34:32,2022-12-04,2023-01-20,2023/24,
050000392560,Ghana,ECBS,Department of Economics and Business,Submitted via Web (PAID),11:32:11,2022-10-03,2022-12-27,2023/24,
050000392666,India,LEGS,Department of Legal Studies,Submitted via Web (PAID),10:32:53,2022-10-03,2023-01-23,2023/24,
050000392718,Kazakhstan,INTR,Department of International Relations,Submitted via Web (PAID),19:45:02,2022-10-26,2023-02-06,2023/24,
050000392718,Kazakhstan,INTR,Department of International Relations,Submitted via Web (PAID),11:09:26,2023-01-24,2023-02-06,2023/24,
050000392718,Kazakhstan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),11:58:26,2023-01-24,2023-02-06,2023/24,
050000392718,Kazakhstan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),14:49:11,2023-01-26,2023-02-01,2023/24,
050000392844,Georgia,DOPP,Department of Public Policy,Submitted via Web (PAID),12:38:45,2022-10-23,2023-01-25,2023/24,
050000392891,China,GENS,Department of Gender Studies,Submitted via Web (PAID),15:29:12,2022-09-27,2022-10-21,2023/24,
050000392963,Swaziland,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),09:49:58,2023-01-16,2023-01-20,2023/24,
050000393322,Bangladesh,ECBS,Department of Economics and Business,Submitted via Web (PAID),20:50:06,2022-10-24,2023-01-17,2023/24,
050000393377,Georgia,POLS,Department of Political Science,Submitted via Web (PAID),13:11:55,2023-01-29,2023-02-02,2023/24,
050000393378,Syrian Arab Republic,DOPP,Department of Public Policy,Submitted via Web (PAID),15:40:21,2023-01-12,2023-01-24,2023/24,
